title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,review_count
Pandan Sticky Rice w/ Shredded Coconut (Xôi Lá Dứa),"Pandan sticky rice dessert, or xôi lá dứa, is a wonderful warm snack or dessert with pandan leaves taking the stage with a strong coconut hit too. It's a tasty balance of sweet, salty, and nutty flavors you'll love to share!",https://www.hungryhuy.com/pandan-sticky-rice-recipe/,240m,30m,270m,6 servings,"[Ingredients] 8-12 pandan leaves ,1.5 c filtered water plus extra if needed to cover the rice ,3 drops artificial pandan extract ,2 c glutinous rice | [Coconut sauce] 1/2 can coconut cream ,3-4 tbsp sugar ,1 tsp salt | [Topping to add just before serving] 1 tbsp freshly toasted sesame seeds ,1/2 tsp sugar ,1/2 tsp salt ,shredded coconut","[Instructions] 1) Cut pandan leaves into small pieces, blend with the filtered water until the pieces are very small. About 30-60 seconds depending on your blender. | 2) Strain, squeeze & discard the pulp, leaving you with the pandan water. | 3) Add pandan extract & salt to pandan water. | 4) Add the mixture to the rice in a large bowl. Add a little extra water if needed to just submerge rice. | 5) Soak the rice for 4-12 hours unrefrigerated. Drain liquid from the rice. | 6) Steam the rice for 15-20 min, until rice is soft and slightly clear. Soft enough to squeeze with your fingers. | 7) Mix coconut sauce ingredients in a small bowl, then add to rice in the steamer, and mix to coat evenly. | 8) Steam for another 10-15 more minutes. | [Topping] 1) Blend the roasted sesame, sugar and salt in a food processor until fine, but not pasty. | 2) Add shredded coconut and topping to the sticky rice just before serving either in a large platter to share, or in individual bowls.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/pandan-sticky-rice-1-1.jpg,Dessert,Vietnamese,"pandan, sticky rice, vietnamese dessert",366 kcal,5.0,3.0,9.0
Pork-Stuffed Tofu In Tomato Sauce (Đậu Hũ Dồn Thịt Sốt Cà Chua),A sweet and tangy tofu-forward dish. This is a pork-filled twist on a classic Vietnamese version of fried tofu stewed in fish sauce seasoned tomato sauce.,https://www.hungryhuy.com/pork-stuffed-tofu-in-tomato-sauce/,10m,15m,25m,4 servings,"[Ingredients] 1 lb firm tofu block or pre-fried tofu! ,1 stalk green onion chopped | [Tomato Sauce] 5 medium Roma tomatoes quartered ,1 tbsp tomato paste ,1/2 tsp fish sauce ,1 tsp salt ,2 tsp sugar ,1/2 c water | [Filling] 1/2 lb ground pork ,1/2 tsp salt ,1 tsp sugar ,1/2 tsp pepper ,1/8 tsp MSG (monosodium glutamate) ,1/4 c chopped onion | [Extras] oil for deep frying","[Instructions] 1) Cut, dry, and fry the tofu (or use pre-fried tofu) | 2) Combine ingredients for the filling and mix well. Slit the tofu and stuff tofu with the filling. | 3) Cut the tomatoes, then add the stuffed tofu, and all tomato sauce ingredients into one pot | 4) Bring to a boil, then drop the heat to a simmer on low for 10 minutes or until tomatoes are softened and the meat filling is completely cooked. | 5) Mix it midway to ensure more even cooking, add chopped green onions during the last few minutes to cook and soften it a bit.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/stuffed-fried-tofu-sq-600-300x300-1.jpg,Sides,Vietnamese,Tofu,279 kcal,5.0,7.0,18.0
Vietnamese Chicken Curry Recipe (Cà Ri Gà),"Easy Vietnamese comfort food with marinated chicken, carrots, potatoes, and a ton of flavor from curry powder and lemongrass. Perfect to make large batches of and served with fresh, toasty baguette or rice!",https://www.hungryhuy.com/vietnamese-chicken-curry-recipe/,120m,60m,180m,4 servings,"[Marinade] 2 lb chicken any cut, chopped into large 2-3″ pieces ,2 tbsp Vietnamese curry powder D&D Gold Product brand preferred ,2 tsp onion powder ,2 tsp salt | [Veggies & Aromatics] 1 lb potatoes ,1 lb carrots ,neutral oil ,1 medium-sized onion ,2 stalks lemongrass cut into 5″ pieces then split lengthwise, smashed to expose more leaves ,4 cloves chopped garlic ,2 tsp red curry paste I use Mae Ploy brand, others ok too ,1/2 tsp paprika | [Curry Broth] 3 bay leaves ,2 tsp sugar ,1 tsp chicken bouillon or MSG ,16-24 fl oz water ,16-24 fl oz chicken broth ,4 fl oz coconut cream see note below | [Optional flavor accents] 1 lemon sliced ,1/4 tsp sambal / vinegary chile paste","[Marinade] 1) Cut 2 lb chicken into large 2-3"" chunks if using large pieces. Or leaving uncut drumsticks, wings, thighs is fine too. | 2) Mix the 2 tbsp Vietnamese curry powder , 2 tsp onion powder & 2 tsp salt in a small bowl. Then in a larger mixing bowl toss to evenly coat chicken. Marinate for 2-4 hours in the refrigerator. | [Veggies] 1) Cut 1 lb potatoes , 1 lb carrots and 1 medium-sized onion into 1.5-2"" chunks. | 2) Par cook to create a skin on the potatoes and carrots by deep frying OR air frying. Method A: Using a neutral oil , deep fry potatoes and carrots until lightly browned. Method B: Lightly coat with neutral oil and air fry at 400°F for ~13 minutes. Make sure not to cook it beyond 80% doneness-test by piercing with a fork. | 3) Brown the chicken. This adds color and tightens the meat up a bit so it doesn't soften too much in the curry. Do not cook for too long, or fully cook the chicken at this stage. Method A: Add neutral oil to a large pot on medium-high heat and brown chicken on all sides in small batches. The curry powder may burn so remove any that burns from the pot as you're searing. Method B: Place on a baking sheet and broil in an oven, rotating often to lightly brown all around. | 4) If you're using the same pot as the one you browned chicken in, make sure to clean off any burned residue, or use a different pot. Add some oil to the pot on medium-high or high heat to lightly brown 1 medium-sized onion and the 2 stalks lemongrass (5-10 min). Then add 4 cloves chopped garlic , 2 tsp red curry paste 1/2 tsp paprika until aromatic and lightly brown (~3 min). If you find the curry paste is too thick to fry, add a bit of water or coconut milk to make it easier. Keep the heat at medium, and add oil if needed to make sure not to burn these aromatics. | [Curry Broth] 1) When done browning the aromatics, add the 3 bay leaves , and 2 tsp sugar , 1 tsp chicken bouillon . | 2) Add 50/50 ratio of liquids: 16-24 fl oz water , 16-24 fl oz chicken broth to the pot. I like to pour just enough so the liquid is about 1/2"" below the ingredients. I've found that when adding to fully submerge, the broth can get too watery. | 3) Cover with a lid, and turn the heat to high until boiling, then reduce to medium-high heat to maintain a low boil. | 4) After 5 minutes of low boil, taste the broth and adjust with salt, sugar, curry powder, or curry paste to suit your taste. I typically will add a bit of salt and curry paste here. | 5) Add the potatoes and carrots, and if needed add more water and chicken broth as needed to maintain similar broth coverage (still using the 50/50 ratio). | 6) Return the heat to high until the pot hits a boil, then reduce to a low simmer until the chicken is fully cooked (165°F), and the potatoes and carrots reach desired doneness. | 7) Add 4 fl oz coconut cream , stir then raise to high heat until boiling, then turn off the heat. | 8) Serve with bread or rice, accent with a squeeze of lemon and sambal for heat.",https://www.hungryhuy.com/wp-content/uploads/vietnamese-chicken-curry-baguette.jpg,Main Course,Vietnamese,"chicken curry, Vietnamese curry",498 kcal,4.95,51.0,125.0
Vietnamese Chicken Noodle Soup Recipe (Súp Nui Gà),The easy to make and comforting Vietnamese twist on chicken noodle soup that I ate as a child growing up.,https://www.hungryhuy.com/vietnamese-chicken-soup-w-elbow-macaroni/,5m,30m,35m,8 servings,"[Ingredients] 4 lb of chicken bone-in preferred or 3 pounds of boneless chicken ,1 large yellow or white onion or 2 medium sized onions, quartered. ,2 tbsp salt ,1 tbsp sugar ,1 tsp MSG (monosodium glutamate) optional ,16 oz dried elbow macaroni | [Garnish] cilantro chopped ,scallion chopped ,sambal chile paste","[Instructions] 1) Add chicken, onion, salt, sugar, and MSG into a large pot. Add enough water to cover, bring to a boil, then reduce to a simmer. It should take about 10-15 minutes of simmering to finish. | 2) Meanwhile, boil your macaroni in a separate pot of water until al dente, then drain. | 3) Check the doneness of the chicken as each 1-2 minutes pass. The chicken should be white in the center and have the juices run clear. Adjust seasoning as needed. | 4) Remove chicken, let it cool, then pull into shreds with your fingers or a fork. | 5) Add to a bowl macaroni, some broth, chicken, and garnish with chopped cilantro and scallion. Top with sambal and serve!",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/1-vietnamese-chicken-soup-1.jpg,Soup,Vietnamese,"chicken noodle soup, Vietnamese chicken noodle soup, Vietnamese Soup",246 kcal,5.0,8.0,25.0
Green Papaya Salad w/ Beef Jerky - Gỏi Đu Đủ Khô Bò,This super simple salad of green papaya and beef jerky carries an intense flavor punch from the jerky and the dressing. Great as a side dish or a light snack.,https://www.hungryhuy.com/vietnamese-papaya-beef-jerky-salad/,10m,10m,10m,8 servings,"[Ingredients] 1 green papaya ~2 pounds, shredded ,1/3 pound beef jerky ,Thai basil cut into strips | [Salad Dressing] 1/2 cup regular sodium Kikkoman soy sauce ,3/4 cup sugar ,3/4 cup vinegar ,1 cup water ,5 garlic cloves thinly sliced ,sriracha chili paste, or sliced bird’s eye chiles (optional) | [Tools Used] Vietnamese peeler I’ve only seen this in Vietnamese markets ,Benriner mandoline slicer ,cut-resistant gloves","[Instructions] 1) Peel, de-seed, and shred the papaya. | 2) Toss shredded papaya with basil. | 3) Combine all dressing ingredients in a bowl and mix. | 4) Top with beef jerky strips and dressing, to taste. | 5) Boom!",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/1-vietnamese-papaya-and-beef-jerky-salad-1.jpg,Salad,Vietnamese,papaya salad,182 kcal,4.89,9.0,26.0
Sesame Balls Recipe (Vietnamese Bánh Cam),"This sesame balls recipe (Vietnamese bánh cam) satifies snack cravings with a crispy golden glutinous rice outer shell, filled with sweet mung beans, and covered in white sesame seeds.",https://www.hungryhuy.com/banh-cam-banh-ran-recipe-vietnamese-fried-sesame-balls/,180m,40m,220m,8 servings,"[Ingredients] neutral cooking oil for frying | [Filling (Nhân)] 113.4 g dried mung beans ,21.26 g sugar ,1/4 tsp salt optional ,A dash of vanilla extract optional | [Outer Shell (Vỏ)] 1/2 cup warm water plus more on the side for later ,45.36 g sugar ,1/2 tsp salt ,113.4 g glutinous rice flour ,21.26 g rice flour ,21.26 g all-purpose wheat flour ,5 tbsp potato flakes from boxed mashed potatoes works too! ,1.5 tsp baking powder","[Filling (Nhân)] 1) Rinse the mung beans under running water and drain, just like how you'd rinse rice. | 2) Soak the mung beans. Add enough boiling water to cover 1/2"" above the level of mung beans, let it cool and transfer to the fridge overnight. If you want to rush this process a bit you can drain after its cooled (about two hours, then repeat this process two more times). | 3) Cook the mung beans. Using a steamer on medium heat is the easiest way to reach perfect doneness. You can also make it in a rice cooker with slightly more water than you would use to make rice, but you will lose some sticking to the pot. The beans are done when no longer crunchy, have softened and are ready to mash. This took me about 25 minutes with a stovetop steamer. | 4) Combine the cooked mung beans with the sugar, salt, and vanilla. Mash and add water if needed to achieve a paste similar to thick and slightly dry mashed potatoes. | [Outer Shell (Vỏ)] 1) Pour 1/2 of the water in a big bowl. Add the sugar and salt and mix to dissolve. | 2) Add remaining ingredients and mix to combine (you can use a food processor if you want). The dough should be slightly dry and have a play dough consistency. Rest the dough a minimum 2 hours, ideally 8 for best results. It will slightly rise and hydrate after resting, making it easier to work with. | [Forming The Bánh Cam] 1) Flatten out a disk of the dough and add a ball of mung bean filling. The dough to filling ratio is up to you! I like about 1″ in diameter, but you can make them bigger. Keep in mind they will slightly expand during cooking. | 2) Try not to leave any air pockets inside, since the dough will already be expanding and adding air to the center. Close off the ball so there aren’t any cracks. | 3) Slightly roll in your hands to make a ball shape and then roll in a bowl of sesame seeds to coat thoroughly. Set aside for frying. | [Frying] 1) Heat a heavy pot with neutral cooking oil to around 285 F and deep fry the bánh cam. Makre sure not to crowd the pot. It should take about 11 minutes per batch. You may need to constantly move them around for even cooking.",https://www.hungryhuy.com/wp-content/uploads/banh-cam-1-1.jpg,Dessert,Vietnamese,"banh cam, deep fried, sesame balls",186 kcal,4.93,28.0,79.0
Bún Thịt Nướng Recipe (Vietnamese Grilled Pork and Rice Noodles),"Vietnamese bún thịt nướng is a delicious combination of grillled pork, noodles, veggies, and fish sauce.You have your sweet bits, sour bits, caramelization, some crunch, and aromatic herbs in a colorful bowl. And it's easy to make",https://www.hungryhuy.com/bun-thit-nuong-recipe-vietnamese-grilled-bbq-pork-with-rice-vermicelli-vegetables/,20m,25m,285m,4 bowls,"[Ingredients] 1.5 lb pork shoulder shoulder or butt ,1 package rice noodles small or medium thickness* ,4-6 egg rolls optional | [Marinade] 3 tbsp shallot minced ,3 tbsp garlic minced ,1/4 cup granulated sugar ,3 tbsp neutral cooking oil ,1.5 tbsp fish sauce ,1/2 tbsp caramel color see notes* ,1/2 tbsp ground black pepper | [Vegetables] green leaf lettuce I prefer butter lettuce ,4 crunchy cucumbers like Persian ,Vietnamese balm kinh giới ,Vietnamese perilla tiá tô ,mint rau thơm | [Garnish] 4 tbsp pickled daikon and carrots ( đồ chua ) ,2 tbsp scallion in oil ( mở hành ) ,2 tbsp crushed peanuts | [Dipping Sauce] prepared fish sauce / nước chấm","[Instructions] 1) Prepare the pork. Slice the raw 1.5 lb pork shoulder thin, a little less than 1/4"", or about 5mm thick. It helps to slightly freeze it beforehand, so you can maintain an even and thin cut, but it's not critical. | 2) Mix all marinade ingredients . Mince 3 tbsp shallot and 3 tbsp garlic then add to a mixing bowl with 1/4 cup granulated sugar , 3 tbsp neutral cooking oil , 1.5 tbsp fish sauce , 1/2 tbsp caramel color , 1/2 tbsp ground black pepper , and mix until sugar dissolves. | 3) Add pork to marinade bowl and mix thoroughly. Marinate for 4 hours minimum, or overnight for better results. | 4) OPTON A (Preferred): Grill over charcoal . Start some charcoals , pour coals out on the grill leaving 25% of the grill without coals as a resting area, close the lid for ~5 min to heat the grates, scrub the grates clean. Grill pork in batches to not crowd the grill, flipping pieces every 1-2 minutes as needed, or moving to avoid flare-ups. As flare-ups subside after the first few minutes of each batch you can close the lid to grill and preserve some fuel. Grill until pork registers a minimum of 145°F. On a small grill it took me about 4 batches to cook it all. | 5) OPTON B: Bake in an oven at 375 F for 10-15 minutes or until about 80% cooked. Finish cooking by broiling in the oven until a nice golden brown color develops, flipping the pieces midway. Don't take your eyes off the broiler! Cook until pork registers a minimum of 145°F. | 6) Assemble bowl with noodles and veggies. I like about in each bowl about 1 cup noodles, 1 cup lettuce, a few leaves of mint, 1 tbsp perilla, 1 tbsp Vietnamese balm, 3/4 of a Persian cucumber | 7) Top with garnishes. In each bowl I like about 1 tbsp pickles, 1/2 tbsp scallion & oil, 1/2 tbsp crushed peanuts, and 1 egg roll. I like to drizzle the dipping sauce as I eat so I can adjust the amount or tweak the saltiness as I go.",https://www.hungryhuy.com/wp-content/uploads/bun-thit-nuong-h2-1.jpg,"Dinner, Lunch",Vietnamese,"bbq, grilled, noodles, pork, rice noodles",215 kcal,4.99,159.0,333.0
"Bò Bía - Vietnamese Spring Rolls With Chinese Sausage, Jicama, Carrot, Egg","This makes about 8-10 rolls, depending on size. This recipe easily doubles.",https://www.hungryhuy.com/cach-lam-bo-bia-recipe-vietnamese-spring-rolls-with-chinese-sausage-jicama-carrot-egg/,20m,30m,50m,4 servings,"[Ingredients] 3-4 tbsp dried shrimp ,1/2 lb jicama jullienne ,1 small carrot juilliend ,2 tsp salt ,3 Chinese sausages lạp xưởng – I like the Kam Yen Jan brand ,2 large eggs ,2-3 leaves of red leaf lettuce ,1 package rice paper bánh tráng – I used 22 cm | [Dipping Sauce] 1 garlic clove finely chopped ,1/2 tsp oil ,2 tbsp hoisin sauce ,2 tbsp water more or less, to desired thickness ,1 tsp sugar ,crushed peanuts ,Sambal Oelek chili paste","[Bò Bía Rolls] 1) Soak dried shrimp in warm water for 2 hours, or overnight in the fridge | 2) Peel and julienne jicama and carrot, add to pot with 2 tsp salt and 1 cup water. Bring to a boil on high, then reduce to very low boil for about 15 minutes or until soft but slightly crunchy. | 3) Whisk eggs to combine. Make a thin omelette in a non-stick pan on medium heat. Split into 2 batches if necessary. Roll up and cut into ribbons. | 4) Slice Chinese sausages on an angle (about 45 degrees) and pan-fry on medium until cooked through (but not burned or shriveled) | 5) Wash and prep the vegetables. | 6) Dip rice paper into a plate of warm water for about four seconds to soften. It will soften more after you remove it from the water. | 7) Assemble ingredients (as shown above) with a little bit of each ingredient. | [Dipping Sauce] 1) Heat minced garlic in a pan with oil until it starts to brown | 2) Meanwhile, in a bowl, mix hoisin sauce, water, and sugar | 3) When garlic is ready, pour the hoisin mixture into the pan and heat just until just boiling. Remove from pan, top with crushed peanuts and chili paste",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/bo-bia-vert-1.jpg,"Dinner, Lunch",Vietnamese,rolls,395 kcal,4.67,9.0,25.0
Dưa Chua Recipe - Vietnamese Pickled Mustard Greens,"This pickled gai choi side dish was one always present in my grandmas kitchens. Crunchy, lightly pickled slices of mustard greens with slivers of onions made them a great pairing for things like salty, braised meats.",https://www.hungryhuy.com/dua-chua-recipe-vietnamese-pickled-mustard-greens-gai-choy-with-onion/,15m,10m,5785m,6 servings,"[Ingredients] 2 lb large head of gai choi Asian mustard greens ,1 medium onion sliced ,16 cups water ,4 tbsp. salt ,10 tbsp. sugar ,2 tbsp. vinegar","[Instructions] 1) Break the gai choi leaves apart and clean thoroughly under running water. Dry on the counter for 10-16 hours or in the sun for 6-8 hours. | 2) Cut the leaves and onions to desired size, about 1″ pieces. | 3) Combine water, salt, sugar, and vinegar in a pot and bring almost to a boil. Turn off heat and wait until water cools. It should be hot, but you can touch it without burning yourself. | 4) Add all the vegetables into the pot, making sure everything is submerged. You can also add all of this into a jar instead of the pot. Leave your container in a warm place (window sill, or oven with the oven light on) so it can pickle. Taste a piece every 24 hours until it gets sour enough for your taste, then transfer to the fridge.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/dua-chua-v-1.jpg,Side Dish,Vietnamese,"mustard, pickles",144 kcal,4.95,17.0,39.0
Gà Kho (Vietnamese Caramelized Chicken),"Packed with aromatics and spice, balanced with fish sauce to season and create the delicious Vietnamese caramelized chicken, which is pretty easy to make!",https://www.hungryhuy.com/recipe-ga-kho-vietnamese-caramelized-chicken/,75m,30m,105m,2 servings,"[Marinade] 2 tablespoons fish sauce ,1 tablespoons brown sugar | [Meat] 1.5 lbs chicken drumsticks you can use any cut desired | [Sauce] 1/2 cup brown sugar ,1/4 cup fish sauce ,1/4 cup rice vinegar ,1/4 cup water ,1 tablespoon ginger minced ,1 shallot minced ,3 cloves garlic minced ,vegetable oil for frying | [Final Additions / garnish] 2 sprigs of scallion roughly chopped 1/2″-3/4″ long ,1 jalapeno thinly sliced ,1 Thai chili thinly sliced","[Instructions] 1) Marinade in about 2 tablespoons fish sauce and 1 tablespoons brown sugar for a least 1 hour. Rotate and redistribute marinade after the first 30 minutes. | 2) Combine for the sauce: 1/2 cup brown sugar, 1/4 cup fish sauce, 1/4 cup rice vinegar, 1/4 cup water | 3) Then add to the sauce 1 tablespoon minced ginger, 1 minced shallot, and 3 cloves minced garlic. | 4) Heat a pan on high heat, then add some vegetable oil. Add the chicken and rotate as it browns. This should only take a 1-2 minutes. | 5) Turn down the heat to about medium so the chicken can cook through. | 6) Add some of the sauce, just enough to color and kind of baste the meat as it cooks. | 7) You could add the rest of the sauce now too, but I find it makes more sense to cook them separately so you can control the doneness of the chicken and thickness of the sauce independently. | 8) Remove the chicken. Add the rest of the sauce and cook on medium high heat until it just reaches desired consistency. | 9) Add the sliced jalapeno and scallion to cook just slightly as the sauce finishes. If you want more bite to the jalapeno, slice it thicker and don’t let it cook too much (same with the scallion).",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/ga-kho-hero-scaled.jpg,Main Course,Vietnamese,"chicken curry, Vietnamese chicken, Vietnamese food",641 kcal,5.0,19.0,40.0
Vietnamese Boiled Cabbage (Bấp Cải Luộc),This easy and quick boiled cabbage side dish is a staple in Vietnamese homes.,https://www.hungryhuy.com/vietnamese-boiled-cabbage/,5m,15m,20m,2 servings,"[Ingredients] 5 c filtered water for boiling ,1/2 head cabbage ,1 egg ,1 tbsp fish sauce to taste ,small squeeze of fresh lime ,minced Thai chile pepper optional","[Instructions] 1) Pour 5 c filtered water in a large pot and put it on the stove on high heat until it reaches boiling. We want just enough water to cover the cabbage. | 2) Rinse the head of cabbage then cut in half. Cut 1/2 head cabbage in one direction, creating 1.5"" strips, then cut crosswise, so we end up with bite sized pieces about 1.5"" x 2"". | 3) Once the water is boiling, add half the cabbage to the pot for 2-4 minutes until tender and then remove with a strainer onto a plate. You can reserve the water used for boiling to drink as a soup. If not, you can use the water to boil eggs for the next step. | [Dipping sauce] 1) Get 2"" of water in a small pot boiling on high heat, then add 1 egg . Lower the heat to a slow boil. After 7 minutes remove the egg and rinse under cold tap water for 30 seconds, then peel the egg.. | 2) Mash the hard-boiled egg in a shallow bowl and add 1 tbsp fish sauce and a small squeeze of fresh lime to taste. If you want an extra kick, add a bit of minced Thai chile pepper . | 3) Adjust the sauce as needed, then simply dip the cabbage into the sauce as you eat. You can add more fish sauce if needed during the meal.",https://www.hungryhuy.com/wp-content/uploads/bap-cai-featured.jpg,Appetizer,Vietnamese,"boiled cabbage, vietnamese",106 kcal,5.0,2.0,12.0
Vietnamese Coffee (Cà Phê Sữa Đá),"A strong dripped coffee, with rich and sweet condensed milk makes Vietnamese coffee a bold treat to sip on!",https://www.hungryhuy.com/vietnamese-coffee-recipe-cafe-sua-da-recipe/,5m,5m,10m,1 servings,"[Ingredients] 4 tsp Cafe Du Monde or Trung Nguyen coffee ,2 tsp condensed milk to taste ,1 cup boiling water","[Instructions] 1) Start by boiling some water. An electric kettle makes it a lot faster. My tea-loving roommate left it behind when she went back to Australia. I would have never thought to purchase one, but it's seriously a game changer in terms of speed. | 2) Preheat the filter and cup by pouring a bit of boiling water through it. | 3) Remove the metal filter and pour in 1 heaping tablespoon of Cafe Du Monde (about 4 teaspoons). I love the smell of coffee! | 4) Twist the filter on gently until it just starts to stop. Then turn it little more, a bit less than 1/8 a turn. If your filter doesn't use screws, simply place the filter on top of the coffee. | 5) Pour a tiny bit of water in the filter just to wet the grind and to let the grind expand a bit. This will help rid of some small grinds that happen to make it through the filter. You can toss it out if you see any. | 6) Fill the filter all the way and let it drip. Ideal brewing time comes to about 3 to 5 minutes so adjust the filter accordingly. Too loose and you’ll just have runny brown water. Too tight and nothing will drip through. The filter will be hot, so use a fork or another utensil to adjust the filter. Place the cap on and watch the coffee drip! | 7) For condensed milk, I prefer Longevity Brand – Sua Ong Tho. Any brand will do but I like the art on this one 🙂. Personally, I like it a little strong and less sweet than most folks. About 1 teaspoon of condensed milk does it for me. If you like it sweeter add 2-3 tsp. Adding it to the cup before brewing does have a slight effect on the flavor since the boiling water cooks it a bit. For this recipe we'll add it afte brewing since you can more easily adjust how much condensed milk slowly. Once you know the amount you like you can add it straight to the cup before brewing. | 8) For iced coffee, let it cool off a bit then pour the brew into a glass filled with ice.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/sq-cafe-sua-da-1.jpg,"Beverage, Breakfast",Vietnamese,coffee,32 kcal,5.0,17.0,69.0
Vietnamese Dipping Fish Sauce Recipe (Nước Chấm/Nước Mắm Chấm),An simple yet delicious recipe for Vietnamese dipping sauce or nước chấm. Make sure to taste as you go and adapt to your own liking.,https://www.hungryhuy.com/vietnamese-dipping-fish-sauce-recipe-nuoc-cham-nuoc-mam-cham/,5m,5m,5m,3 servings,"[Ingredients] 6 tbsp water ,2 tbsp sugar ,1.5 tbsp freshly squeezed lime or lemon juice ,2 tbsp fish sauce | [Optional Ingredients] 1/2 clove minced garlic ,1/2 minced bird's eye or Thai chile","[Instructions] 1) Combine 6 tbsp water and 2 tbsp sugar in a bowl. Optional: heat 1/3 of the water, then mix in to make dissolving the sugar easier, then add the rest of the water. | 2) Add 1.5 tbsp freshly squeezed lime or lemon juice in increments until you like how it tastes. A good guide is it should taste like lemonade/limeade. | 3) Add 2 tbsp fish sauce in small increments until you like how it tastes. It should be a little strong since it will be paired with unseasoned food. | 4) Top with 1/2 clove minced garlic and 1/2 minced bird's eye or Thai chile then serve.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/nuoc-cham-sq.jpg,Dipping Sauces,Vietnamese,"fish sauce, sauce",43 kcal,4.97,99.0,157.0
Vietnamese Egg Rolls and Rice Noodles Recipe (Bún Chả Giò),The prep time assumes you have your egg rolls made already.,https://www.hungryhuy.com/vietnamese-egg-rolls-spring-rolls-rice-vermicelli-recipe-cach-lam-bun-cha-gio/,15m,15m,15m,4 servings,"[Ingredients] 8-12 egg rolls chả giò ,one 12 oz. package of rice vermicelli noodles ,2 small cucumbers ,1 head shredded green or red leaf lettuce ,Vietnamese pickles dồ chua ,dipping sauce nước chấm | [Herbs] mint rau thơm ,Vietnamese perilla – tiá tô ,Vietnamese balm – kinh giới","[Instructions] 1) Wash and cut all vegetables and herbs. | 2) Boil rice vermicelli noodles according to package instructions. | 3) Arrange in bowls, top with egg rolls and prepare the dipping sauce.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/bun-cha-gio1-1.jpg,"Dinner, Lunch",Vietnamese,noodles,311 kcal,5.0,2.0,8.0
Vietnamese Daikon and Carrot Pickles Recipe (Đồ Chua),The pickly crunch you should master since it's in so many Vietnamese recipes. Luckily Vietnamese pickles (Đồ Chua) is cheap and easy to make!,https://www.hungryhuy.com/vietnamese-pickled-daikon-carrot-recipe-do-chua/,20m,4320m,4340m,3 small jars,"[Ingredients] 1/2 lb daikon radish ,1/2 lb carrots ,1 tbsp salt | [Vinegar Solution] 1/2 c water ,5 tbsp granulated white sugar ,4 tbsp distilled vinegar ,filtered water","[Instructions] 1) Peel 1/2 lb daikon radish and 1/2 lb carrots , then cut with mandolin slicer medium to small matchsticks. Smaller cuts will pickle faster. | 2) In a large bowl, sprinkle with 1 tbsp salt evenly and toss to evenly coat. Let it sit on the counter for 15 minutes to pull moisture out of the veggies. | 3) Rinse thoroughly in sink to remove salt. In small handfulls, squeeze hard to remove as much moisture as you can. | 4) Add daikon and carrot to jars, filling almost to the top. | [Vinegar Solution] 1) Bring 1/2 c water to a boil then add 5 tbsp granulated white sugar , mix to dissolve, then add 4 tbsp distilled vinegar . | 2) Pour this liquid evenly into your jars. Add just enough filtered water to submerge the veggies. | 3) Screw on the lids, store at a sunny window until pickled to your taste, checking every 12 or 24 hours. It usually takes 2-5 days depending on the temperature. In the cold spring about 65 °F outdoor temperature, it took ~3 days to reach a level of pickling I liked before moving jars to the fridge. | 4) Refrigerate when ready, for up to 4 weeks, or until too sour or veggies lose their crunch.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/jarred-do-chua.jpg,Sides,Vietnamese,"carrots, daikon, pickles, radish",125.84 kcal,4.96,47.0,91.0
Vietnamese Scallion and Oil Garnish Recipe (Cách Làm Mỡ Hành),This is a quick and easy little Vietnamese garnish of oil and scallions which is used on a lot of Vietnamese recipes!,https://www.hungryhuy.com/vietnamese-scallions-oil-garnish-recipe-cach-lam-mo-hanh/,2m,2m,4m,10 servings,"[Ingredients] 4 stalks scallion green onion ,1/4 cup oil neutral one like vegetable, canola oil","[Instructions] 1) Wash and thinly slice scallions | 2) Heat oil over medium heat. After 30 seconds, test heat by dropping in one piece. If it sizzles, it’s ready. | 3) Add all the sliced scallions, mix scallions in the pan for about 30 seconds or until softened.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/mo-hanh3-1.jpg,Dipping Sauces,Vietnamese,scallion oil,510 kcal,5.0,7.0,19.0
