title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,review_count
Haemul Pajeon (Seafood Scallion Pancake),Crispy delicious Korean scallion pancakes with seafood!,https://www.koreanbapsang.com/haemul-pajeon/,10m,20m,30m,4 servings,"[Ingredients] 1-1/2 to 2 cups assortment of seafood squid, shrimp, mussels, oysters, clams, etc., cut into bite sizes ,1 tablespoon sesame oil ,1 or 2 bunches scallions ,1 red chili pepper - optional ,1 egg lightly beaten - optional | [Batter - makes 2 large (about 7 to 8-inch) pancakes] 1 cup Korean pancake mix, buchim garu, 부침가루 (or all purpose flour or gluten free flour with 1/2 teaspoon salt - See note) | [Dipping Sauce] 1 tablespoon soy sauce ,2 to 3 teaspoons vinegar ,1 tablespoon water ,pinch of black pepper ,pinch of gochugaru Korean red chili pepper flakes ,1/2 teaspoon sugar - optional ,1 tablespoon chopped scallion - optional ,1 tablespoon Diced onion - optional","[Instructions] 1) Prepare the seafood, scallions and optional pepper, draining excess water. (Wet ingredients will make pajeon soggy.) Cut the scallions in half crosswise. Cut the white part of the scallions lengthwise if thick. Mix the seafood with the sesame oil. | 2) In a large bowl, mix the pancake mix with 3/4 cup icy cold water. You may need a couple more tablespoons but add one tablespoon at a time. The batter should be thinner than a Western breakfast pancake batter and thicker than a crepe batter. (For a crispy pajeon, the batter should be relatively thin.) Mix in 1/2 of the seafood. | 3) Heat 3 to 4 tablespoons of vegetable oil in a non-stick pan over medium high heat, ladle 1/2 of the mixture into the pan and spread it evenly into a thin round shape. | 4) Arrange the scallions in a single layer on top of the batter, pressing them down into the batter. Add 1/2 of the remaining seafood and a few slices of the optional pepper. | 5) Spoon one half of the optional lightly beaten egg on top. Cook until the bottom is golden brown (3-4 minutes). Reduce the heat to medium if the pancake is browning too fast. | 6) Turn it over, adding more oil (2 to 3 tablespoons) around the edges. Cook for another 3-4 minutes. Repeat the process with the remaining batter and ingredients. Serve hot off the pan with dipping sauce. | [Optional method] 1) Cut the scallions shorter, 2 to 3-inch lengths. You can mix everything with the batter, except the egg. Ladle 1/2 of the mixture into the heated pan and spread it evenly into a thin round shape. Follow the directions above from step 5 for pan-frying.",https://www.koreanbapsang.com/wp-content/uploads/2019/12/DSC3273-e1613669537769.jpg,"Appetizer, Snack",Korean,"haemul, pajeon, pancakes, seafood",,4.66,125.0,125
Hobak jeon (pan-fried zucchinis in egg batter),,https://www.koreanbapsang.com/hobak-jeon-pan-fried-zucchini-in-egg-batter/,10m,10m,20m,4 servings,"[Ingredients] 2 zucchinis (about 10 ounces each) ,salt ,a red pepper and small leaflets of green leafy vegetables such as minari, ssukgat, and parsley Optional decorations ,2 large eggs, beaten ,1/4 cup flour ,oil for pan frying | [Dipping sauce] 1 tablespoon soy sauce ,1 tablespoon water ,1 teaspoon vinegar (or more to taste) ,You can also add a bit of sugar and/or black pepper to taste","[Instructions] 1) Slice the zucchini into rounds (about ⅓ - inch thickness). Lightly salt both sides and set aside until softened and released some moisture, about 15 to 20 minutes depending on the zucchinis. Shake off excess moisture from the salted zucchini slices. | 2) Dredge both sides of the zucchini pieces in flour, one piece at a time. (Do this step for all the pieces before the next step.) | 3) Heat a large non-stick pan with a tablespoon of oil over medium heat. Dip each piece one at a time in the egg wash, and carefully place in the heated pan. | 4) Cook until lightly golden, about a minute depending on the thickness and heat level. Place an optional decorative red pepper slice or green leaflet on top when the egg is almost set but still wet. Flip them over when the bottom edges turn lightly golden, and cook for another minute or so. Add more oil if necessary. Do not overcook. | 5) Repeat until all the pieces are pan fried. Add an additional tablespoon of oil each time. Serve warm with the dipping sauce.",https://www.koreanbapsang.com/wp-content/uploads/2021/07/DSC1000-2.jpg,"Appetizer, Snack",Korean,"aehobak, hobakjeon, pan-fried, zucchini fritters, zucchinis",,4.74,15.0,15
Japchae (stir-fried starch noodles with beef and vegetables),"Japchae (or chapchae) is a classic Korean dish made with sweet potato starch noodles, meat, and vegetables! Find out how to make authentic, delicious japchae with this time-tested recipe!",https://www.koreanbapsang.com/japchae-korean-stir-fried-starch/,15m,20m,35m,4 servings,"[Ingredients] 7 ounces Korean potato starch noodles (dangmyeon, 당면) ,1 carrot (about 3 ounces) ,1/2 medium onion, preferably sweet variety, (4 to 5 ounces) ,2 scallions ,4 ounces lean tender beef (sirloin, chuck tender, rib eye, etc.) or pork loin ,3 to 4 ounces fresh shiitake mushrooms (or 4 to 5 dried shiitake, soaked until plump) Or oyster mushrooms, wood ear mushrooms or button mushrooms. See note 1. ,6 ounces fresh spinach (preferably a bunch of spinach) ,oil for stir frying ,salt ,egg garnish (jidan) - optional | [Sauce] 3.5 tablespoons soy sauce ,3 tablespoons sugar (or brown sugar) You can use a little less if you want. ,2 tablespoons sesame oil ,2 teaspoons minced garlic ,1 tablespoon roasted sesame seeds ,black pepper to taste","[Instructions] 1) Clean all the ingredients. Cut the carrot into matchsticks. Thinly slice the onion. Run the knife through the white parts of the scallions lengthwise, if thick, and then cut into about 2-inch long pieces. Remove the stems from the mushrooms, and slice into 1/4-inch thin strips. Cut the meat into thin 2-inch long strips. | 2) Combine all the sauce ingredients in a small bowl and mix well until the sugar is dissolved. | 3) In a large non-stick pan (see note 2), bring about 5 cups of water to a boil, and cook the noodles until completely translucent and soft (6 to 8 minutes). Drain in a strainer and rinse under cold running water. Drain well. Roughly cut the noodles with a pair of kitchen shears or a knife into 6 -7 inch lengths. Transfer to a large mixing bowl. Mix well with 3 tablespoons of the prepared sauce. | 4) Fill the same pan with 2 cups of water. When water boils, blanch the spinach only until wilted. Drain quickly and shock in cold water. Squeeze out water, run a knife through the squeezed spinach a couple of times, and lightly season with salt. | 5) Add 1/2 tablespoon of oil to the skillet, and stir fry the noodles over medium to medium high heat, stirring frequently, until translucent and a bit sticky (about 4 minutes). Transfer back to the mixing bowl. | 6) Add 1/2 tablespoon of oil to the pan, and stir fry the carrot over medium high heat, sprinkling with a pinch of salt. When the carrot sticks are half way cooked, about a minute, push them to one side of the pan to make room for the onion slices. Stir-fry the onion slices until translucent, sprinkling with a pinch of salt. Stir-in the scallion and cook briefly. Do not overcook. The vegetables should be crisp. Transfer to the bowl with the noodles. | 7) Add the beef and mushrooms along with 2 tablespoons of the prepared sauce and cook until the meat is cooked through, 2 - 3 minutes. Transfer to the bowl with the noodles. | 8) Add the spinach and the remaining sauce to the bowl with all other prepared ingredients. Toss well by hand. Adjust the seasoning to taste by adding a little more (start with 1/2 teaspoon) soy sauce and/or sugar as necessary. | [Optional egg garnish] 1) Separate the egg white and yolk. Lightly beat the white by gently cutting it with a spoon. Stir the yolk with a spoon until smooth. Heat a lightly oiled nonstick skillet over medium low heat. Pour each egg part into a thin layer, by tilting the skillet and/or spreading with a spoon. Cook each side briefly. (Do not brown the egg.) Roll it and thinly slice.",https://www.koreanbapsang.com/wp-content/uploads/2010/01/DSC5028-4-e1742779559614.jpg,"Appetizer, Side Dish, Snack",Korean,"beef, chap chae, glass noodles, japchae, Starch noodles, stir-fry, vegetables",,4.67,497.0,497
Jatjuk (Pine Nut Porridge),"Made with finely ground rice and pine nuts, jatjuk (잣죽) is a nutritious porridge that's creamy, delicately nutty, and comforting!",https://www.koreanbapsang.com/jatjuk-pine-nut-porridge/,10m,20m,30m,4 servings,"[Ingredients] 1 cup short grain rice ,1 cup pine nuts (more for optional garnish) You can use 1/2 or 2/3 cup if you like. ,3 cups water ,salt ,1 daechu (대추, jujube) - optional garnish","[Instructions] 1) Rinse the rice, soak for an hour or longer, and drain. | 2) Rinse the pine nuts under cold water. Toast them in a dry pan over medium low heat, shaking the pan often, for 3 to 4 minutes for a light toasting. Don't brown them. You can skip this process if you like. | 3) In a blender, blend the soaked rice and pine nuts with 2 cups of water until it turns like milky liquid, about 30 seconds. It can be longer, depending on the blender. | 4) Pour the rice and pine nut water into a pot. Use the remaining 1 cup of water to to swish out the remaining rice and pine nut sediments and add to the pot. | 5) Turn the heat to medium. Stir gently but frequently along the bottom of the pot for about 6 minutes. The mixture will clump and thicken significantly. | 6) Reduce the heat to medium low. Let it simmer, stirring occasionally, for 15 minutes or longer. The clumps will gradually break apart, and the porridge will develop a smooth, thick texture, eventually becoming thinner with a nice, flowy consistency. Don’t cut down the cooking time. Wait until the last 3 or 4 minutes to add more water to thin the porridge, if needed. | 7) You can salt at the last minute if you’re serving the entire pot. Otherwise, serve salt on the side so the diner(s) can add at the table.",https://www.koreanbapsang.com/wp-content/uploads/2025/03/DSC0066-e1741919369876.jpg,"Appetizer, Breakfast, Snack",Korean,"Korean porridge, pine nuts, porridge, rice",,5.0,1.0,1
Kimchijeon (kimchi pancakes),This crispy flavor-packed kimchi pancakes are super easy to make with a few basic ingredients as long as you have some well fermented kimchi.,https://www.koreanbapsang.com/kimchi-jeon-kimchi-pancake/,10m,12m,22m,3 servings,"[Ingredients] 1 cup thinly sliced fully-fermented kimchi ,1 to 2 scallions Two if thin and small ,1/4 medium onion ,3 ounces minced pork, canned tuna (without the liquid), or squid cut into small strips - optional ,cooking oil with high smoke point for pan frying | [Batter] 1 1/4 cups all-purpose flour or buchimgaru (Korean pancake premix) or Swap 1/4 cup of all-purpose flour with sweet rice flour or corn/potato starch ,2 to 3 tablespoons juice/liquid from kimchi See note on water below ,1 or 2 teaspoons gochujang (Korean chili pepper paste) or gochugaru - optional ,1 lightly beaten egg - optional ,1 cup icy cold water Use more water if juice/liquid from kimchi is unavailable and not using an egg. Flour to liquid should be about 1:1 ratio in total. | [Optional Dipping Sauce (Combine all the ingredients)] 1 tablespoon soy sauce ,1 teaspoon vinegar ,1 tablespoon water ,1/2 teaspoon sugar ,pinch of black pepper","[Instructions] 1) Thinly slice the kimchi, about 1/2-inch thick. Cut the scallions into about 2-inch pieces. If the white part is thick, cut in half lengthwise. Thinly slice the onion. | 2) In a large bowl, combine the flour (or pancake mix) with the liquid from kimchi, the optional gochujang/gochugaru and egg, and water, a little bite at a time. Start with dissolving the gochujang with water, and mix everything together. Do not over mix. | 3) Add a little more water if the batter is too thick. The batter should flow easily from a spoon. | 4) Stir in the kimchi, scallions, onion and the optional protein of your choice. | 5) Heat one tablespoon of oil in a non-stick pan over medium heat. Ladle the mixture into the pan, and spread it evenly into a thin round shape. Cook until the edges turn light golden brown, about 3 minutes. Turn it over, and add more oil to the sides of the pan. Gently swirl the pan to distribute the oil under the pancakes. Press the pancake down with a spatula. Cook until the other side is nicely browned and crispy, 2 to 3 minutes. | 6) Repeat the process until there is no remaining batter. Serve hot with a dipping sauce, if desired.",https://www.koreanbapsang.com/wp-content/uploads/2010/02/DSC0780-2-e1644441498766.jpg,"Appetizer, Snack",Korean,"kimchi, savory pancakes",,4.69,157.0,157
Korean Shrimp Salad with Hot Mustard Dressing,"This simple and refreshing salad is packed with flavors and heat! Perfect as an elegant starter, side dish or light meal!",https://www.koreanbapsang.com/korean-style-shrimp-salad-with-hot/,10m,5m,15m,2 servings,"[Hot mustard dressing] 2 teaspoons hot mustard powder (gyeoja, 겨자) If using prepared paste, use 1 tablespoon and add 1 tablespoon water to thin it. ,1 tablespoon vinegar ,1 teaspoon soy sauce ,2 teaspoons sugar ,1/2 teaspoon minced garlic ,⅛ teaspoon salt | [Vegetables] 2 Kirby (pickling) cucumbers (or 1 Korean cucumber) ,1/2 Korean pear ,radish sprouts for garnish optional ,1/4 lemon ,Optional vegetables: ,1/4 red bell pepper ,1/4 orange bell pepper | [Shrimp] 10 large shrimp 21-25 counts, shelled and deveined (more if using smaller shrimp) ,1/4 lemon ,1 teaspoon salt","[Instructions] 1) Mix the mustard with 1 tablespoon of warm water. Set it aside for 5 to 10 minutes. Add the remaining dressing ingredients and mix well. Refrigerate while preparing the other ingredients. | 2) Cut the cucumbers and pear into thin slices | 3) OR if using optional bell peppers, julienne the fruit and vegetables. | 4) Have a bowl of ice water ready near the stove top. Bring a small pot of water (4 cupto a gentle boil over medium heat. Add salt, lemon and shrimp and simmer uncovered until the shrimp turn opaque and curl, about 40 seconds. Remove immediately and plunge them into the ice water to stop cooking and chill. Drain. | 5) Remove immediately and plunge them into the ice water to stop cooking and chill. Drain. Cut each shrimp in half lengthwise, if desired. | 6) Nicely arrange the cucumber, pear and shrimp (or optional julienned vegetables and pear) on a plate. Spoon the dressing over, or serve it on the side. Garnish with optional radish sprouts and/or lemon.",https://www.koreanbapsang.com/wp-content/uploads/2019/06/DSC_4565-e1561428495810.jpg,"Appetizer, Snack",Korean,"bell peppers, cucumber, Korean pear, mustard, salad, shrimp",,4.84,6.0,6
Kimchi Mandu (Kimchi Dumplings),"These Korean dumplings filled with a kimchi mixture are highly popular in Korea. If you like kimchi, you'll love this dumpling recipe. Kimchi adds tons of spicy and savory flavors!",https://www.koreanbapsang.com/mandu-korean-dumplings/,,,,35 dumplings,"[Ingredients] Makes about 40 dumplings ,40 dumpling wrappers slightly thick | [Filling] 2 ounces dangmyeon sweet potato starch noodles, soaked in warm water for about 30 min. ,1 cup packed finely chopped kimchi ,8 ounces tofu ,10 ounces mung bean sprouts, sukju namul (숙주나물) ,1/2 medium onion ,2 to 3 scallions ,8 ounces ground pork or beef (or mix) ,1 tablespoon minced garlic ,1 teaspoon finely grated ginger or juiced ,1 tablespoon sesame oil ,1 tablespoon soy sauce ,1 tablespoon gochugaru (adjust to taste) ,salt to taste about 1/4 teaspoon ,pepper to taste about ⅛ teaspoon | [Optional ingredients] 1 tablespoon Perilla seed oil (in lieu of sesame oil) ,2 to 4 tablespoons ground perilla seeds","[Instructions] 1) Finely chop the kimchi and squeeze out excess liquid by hand. | 2) Blanch the bean sprouts in boiling water, drain, chop and squeeze out water. | 3) Squeeze out water from the tofu. Using a cheesecloth will make squeezing easier. Finely chop the noodles. Finely chop the onion and squeeze out water. Finely chop the scallions. | 4) Combine all the filling ingredients in a large bowl. Mix well by hand. | 5) Place one heaping teaspoonful to a tablespoon of the filling on a wrapper. Wet the edges of the wrapper with water or egg wash and seal tightly (pushing the air out with your fingers) into a half-moon shape. (Stop here if you want a half-moon shape dumpling.) Then, bring the two ends together, apply water or egg wash to one end and press tightly to create a round shape. Repeat this process until all the filling/wrappers are used. | 6) Kimchi mandu can be steamed for about 10 minutes in a steamer (12 minutes if frozen). Make sure to line the steamer with a wet cheesecloth, paper towel, or cabbage leaves to prevent mandu from sticking. | 7) For boiling, pan-frying and deep-frying dumplings, see my other mandu recipe .",https://www.koreanbapsang.com/wp-content/uploads/2012/01/DSC_0153-e1546213892516.jpg,"Appetizer, Main Course, Snack",Korean,,,4.87,38.0,38
Minari Jeon (Water Dropwort pancake),Simple Korean savory pancakes made with minari (aka Korean watercress or water dropwort),https://www.koreanbapsang.com/minari-jeon-water-dropwort-pancake/,10m,10m,20m,2 servings,"[Ingredients] 1/2 cup buchimgaru, 부침가루 (Korean pancake mix) or all-purpose flour (see note) ,4 ounces minari ,1 red chili pepper - optional ,oil for pan frying | [Dipping sauce] 1 tablespoon soy sauce ,1 teaspoon vinegar ,1 tablespoon water ,1/2 teaspoon sugar ,pinch black pepper ,pinch gochugaru (Korean red chili pepper flakes) - optional","[Instructions] 1) Clean the minari thoroughly. Cut them into about 2 to 3-inch pieces. | 2) Add the minari to a bowl along with the Korean pancake mix or all-purpose flour. Stir in about 1/2 cup of cold water. | 3) Toss everything lightly to evenly coat the vegetable with wet flour. | 4) Heat one tablespoon of oil in a non-stick pan over medium heat. Ladle the mixture into the pan, and spread it evenly into a thin round shape. Cook until light golden brown, about 2 minutes. Reduce the heat to medium low if the pancake browns too quickly. Turn it over, adding more oil to the sides of the pan, and press it down with a spatula. Cook until the other side is light golden brown, about 2 minutes. | 5) Repeat the process with the remaining vegetable mix. Serve hot with a dipping sauce, if desired.",https://www.koreanbapsang.com/wp-content/uploads/2021/04/DSC9010-e1619204075980.jpg,"Appetizer, Snack",Korean,"Korean pancake, minari, Minari movie, minari plant, watercress",,5.0,1.0,1
Nokdujeon or Nokdu bindaetteok (mung bean pancakes),"Nokdujeon, aka nokdu bindaetteok, is a type of savory Korean pancake made with ground nokdu (mung beans). These crispy golden brown pancakes are soft on the inside with some crunch from the vegetables. They are deliciously nutty! Makes 8 to 10 5-inch pancakes.",https://www.koreanbapsang.com/nokdujeon-savory-mung-bean-pancakes/,20m,25m,45m,10 servings,"[Ingredients] 2 cups dried peeled and split mung beans* yields about 4 cups soaked ,8 ounces sukju namul (mung bean sprouts) ,8 ounces kimchi ,6 - 8 scallions ,4 ounces pork , ground or finely chopped ,2 teaspoons soy sauce ,1 teaspoon garlic ,1 tablespoon sesame oil ,salt ,vegetable oil for pan frying | [Dipping Sauce] 2 tablespoons soy sauce ,1 tablespoon vinegar (or to taste) ,2 tablespoons water ,pinch of black pepper ,pinch of red pepper flakes gochugaru - optional","[Instructions] 1) Rinse and soak the mung beans in water for 3 - 4 hours. Drain. | 2) Meanwhile, cook the mung bean sprouts in boiling water for about 2 minutes (you can skip this blanching if preferred). Rinse in cold water to stop cooking. Drain and gently squeeze out excess water. Thinly slice the kimchi and scallions. In a large bowl, combine the kimchi, bean sprouts, scallions, meat, soy sauce, sesame oil and garlic. Mix well. | 3) In a blender, grind 2 cups of the soaked beans in 3/4 cup of cold water with 1/2 teaspoon of salt until it has a coarse, sandlike consistency. | 4) Add to the vegetable and meat mixture. Repeat with the remaining beans. Gently mix the mung bean batter until the ingredients are evenly distributed. | 5) Heat 2 tablespoons or more of oil in a non-stick pan over medium to medium high heat. (See note.) Ladle the mixture into the pan and spread it evenly into a thin round shape. Cook until the bottom is golden brown (2 - 3 minutes), and turn it over, adding more oil. Press it down with a spatula, and cook for another 2- 3 minutes. Repeat the process with the rest of the mixture. | 6) Serve hot off the pan with a dipping sauce.",https://www.koreanbapsang.com/wp-content/uploads/2011/12/DSC_2814-1-e1537716727943.jpg,"Appetizer, Snack",Korean,"bindaetteok, mung beans, nokdu, nokdujeon, savory pancakes",,4.78,54.0,54
Shrimp dumplings (saeu mandu),"Filled with shrimp and lots of healthy vegetables, these dumplings are easy to make, juicy and flavorful!",https://www.koreanbapsang.com/saewu-mandu-shrimp-dumplings/,30m,10m,40m,32 dumplings,"[Ingredients] 32 dumpling wrappers (store-bought or homemade ) See note 1 | [For the filling] 12 ounces (340 grams) raw shrimp Peeled and deveined ,10 ounces (280 grams) green cabbage ,4 ounces (110 grams) fresh mushroom caps, stems removed (shiitake, button, crimini, etc.) ,1/2 small onion ,1 teaspoon minced garlic ,1 teaspoon finely grated ginger or juiced ,1 teaspoon soy sauce ,2 teaspoons sesame oil ,salt to taste about 1/4 teaspoon ,pinch pepper | [Dipping Sauce] 1 tablespoon soy sauce ,1 teaspoon vinegar ,1 tablespoon water ,pinch of black pepper and/or gochugaru (red chili pepper flakes)","[For the filling] 1) Coarsely chop the shrimp or pulse several times in a mini blender or food processor. Finely chop the cabbage. Mix with 1 teaspoon of salt. Let sit for 5 - 10 minutes. Squeeze out excess water. (If using a mini blender or food processor, add salt with the cabbage before pulsing.) Finely chop (or pulse) the onion and mushrooms. Combine all the filling ingredients in a large bowl. Mix well by hand. | [To assemble] 1) Place a tablespoon of the filling on a wrapper. You don't need to wet the edges of the homemade wrapper. Seal tightly (pushing the air out with your fingers) into a half-moon shape. (You can add pleats if desired.) Dust the bottom of the dumpling with flour to keep it from sticking as the skin absorbs the moisture from the filling. Repeat this process until all the filling/wrappers are used. | [To cook] 1) Steaming: steam the dumplings for about 10 minutes in a steamer (longer if frozen). Make sure to line the steamer with a wet cheesecloth or paper towel to prevent the mandu from sticking. | 2) Boiling: bring a pot of water to a boil. Add mandu (stirring gently so they don't stick to the bottom of the pot), a few at a time, and cook until all of them come up to the surface. Continue to cook for another minute or two. | 3) Pan frying , heat the pan with 1 tablespoon of vegetable oil over medium high heat. Add the dumplings, making sure they aren't touching each other. Fry for 1 - 2 minutes, until the bottoms are golden brown. Add 1/4 cup of water to the pan, and cover immediately with a lid. Reduce the heat to medium low, and steam for 4 to 5 minutes. If the dumplings are frozen, cook a little longer.",https://www.koreanbapsang.com/wp-content/uploads/2013/02/DSC6659-2.jpg,"Appetizer, Snack",Korean,"dumplings, grilled shrimp, mandu, shrimp dumplings",,4.9,19.0,19
Tangsuyuk (Sweet and sour beef or pork),A Korean-Chinese style sweet and sour pork or beef,https://www.koreanbapsang.com/tangsuyuk-sweet-and-sour-beef-or-pork/,20m,15m,35m,3 servings,"[Ingredients] 10 ounces tender cut of pork or beef (such as pork loin or beef sirloin) ,salt and pepper ,1/2 teaspoon grated ginger | [Batter] 1 cup potato starch or corn starch, soaked in 1 cup of water for 2 to 3 hours ,2 tablespoons lightly beaten egg ,1 tablespoon canola oil ,4 cups canola or vegetable oil for deep frying | [Vegetables -- See note] 1/2 small carrot ,1/4 small onion ,1 ounce wood ear mushrooms - optional ,1/2 small cucumber or 1/4 green bell pepper | [Tangsuyuk Sauce] 1 cup water ,1 tablespoon soy sauce ,4 tablespoons sugar ,2 tablespoons vinegar (or to taste) ,pinch salt ,Starch slurry – 2 tablespoons starch* in 4 tablespoons water | [Dipping sauce - optional] 1 tablespoon soy sauce ,1 tablespoon water ,1 teaspoon vinegar ,pinch black pepper ,pinch red chili pepper flakes gochugaru","[Instructions] 1) At least an hour before cooking this dish, combine 1 cup of the starch with 1 cup of water and refrigerate until ready to use. The starch and water will separate, and you will need to pour out the water on top to use the soaked starch at the bottom. | 2) Cut the beef (or pork) into 2 to 2.5-inch long strips (about 3/4-inch wide and ⅛ - inch thick). Mix well with the grated ginger, and lightly sprinkle with salt and pepper. Let it sit until ready to deep fry. | 3) Prepare the vegetables by cutting into thin bite size pieces. | 4) In a pan, add 1 cup of water along with the remaining sauce ingredients except the starch slurry. Boil just until the sugar melts and turn off the heat. You will finish the sauce when the meat has been deep fried. | 5) Carefully pour out the soaking water from the starch. Use your hand to mix the soaked starch with the egg and oil. The starch will be very stiff. The addition of oil will help loosen it a little. | 6) Coat the meat with the starch batter. | 7) Add 4 cups of oil to a deep fryer, wok or large pot. Heat over high heat to 350°F. Using metal tongs or chopsticks, drop the meat in the oil one piece at a time. Do not crowd the oil. Cook until golden brown, about 3 minutes, in two or three batches, reheating the oil to 350°F between the batches. | 8) Remove them with a wire skimmer or a slotted spoon. Drain on a wire rack or in a large mesh strainer set on a bowl. | 9) Reheat the oil to 350°F. Add the meat (you can do this in one batch for the second frying) and deep fry again for 2 to 3 minute. Drain on a wire rack or in a large mesh strainer set on a bowl. | 10) Bring the sauce to a boil again. Add the carrot, onion, and optional mushrooms, which take slightly longer to cook than the green vegetable. When the sauce boils, add the starch slurry, stirring well. Taste the sauce and add a little more sugar or vinegar if desired. Turn the heat off, and then add the cucumber slices (or green pepper if using). The green vegetables lose their color quickly if boiled in the sauce. | 11) Place the meat on a large serving plate and pour the tangsuyuk sauce on top or serve the sauce on the side. Serve immediately with the optional dipping sauce.",https://www.koreanbapsang.com/wp-content/uploads/2011/09/DSC_0113-e1541395731822.jpg,"Appetizer, Snack",Korean,"Pork, sweet and sour sauce, beef, deep-fried",,4.74,46.0,46
